Date,Dry Length (River Miles),Upstream Dry River Mile,Downstream Dry River Mile
10/12/2024,18.25,81.70,63.45
10/12/2024,0.38,152.46,152.08
10/13/2024,18.22,81.67,63.45
10/14/2024,18.16,81.61,63.45
10/15/2024,18.21,81.55,63.34
10/16/2024,17.92,81.37,63.45
10/17/2024,17.92,81.37,63.45
10/18/2024,17.92,81.37,63.45
10/19/2024,17.92,81.37,63.45
10/20/2024,17.92,81.37,63.45
10/21/2024,16.90,80.35,63.45
10/22/2024,16.90,80.35,63.45
10/23/2024,16.66,80.13,63.47
10/24/2024,16.66,80.13,63.47
